collectorNumber,name_fr,faction,rarity,type,handCost,reserveCost,forestPower,mountainPower,waterPower,landmarksSize,reserveSize,abilities_fr,supportAbility_fr,id,imagePath
BTG-052-R-FR,Atlas,Bravos,Rare,Personnage,5,5,3,3,3,,,[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  #[Aguerri].# (Je conserve mes boosts lorsque je vais en Réserve.),#{D} : Le prochain Personnage que vous jouez ce tour gagne 2 boosts.# (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_BR_20_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_20/JPG/fr_FR/f80bfcc9ca4e970a66f1f70c021046b6.jpg
BTG-052-F-FR,Atlas,Ordis,Rare,Personnage,5,5,#1#,#1#,#1#,,,[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  #Les jetons que vous contrôlez sont [Gigantesques].#,,ALT_COREKS_B_BR_20_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_20/JPG/fr_FR/46f3792be581c4fa1138ef702df21669.jpg
BTG-052-F-FR,Atlas,Ordis,Rare,Personnage,5,5,#1#,#1#,#1#,,,[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  #Les jetons que vous contrôlez sont [Gigantesques].#,,ALT_CORE_B_BR_20_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_20/JPG/fr_FR/c45dcf3e207b965a55595924499ca056.jpg
BTG-053-C-FR,Shenlong,Bravos,Commun,Personnage,6,6,8,8,8,,,,,ALT_CORE_B_BR_22_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_22/JPG/fr_FR/551dd7640c4974b2ef372076b1852310.jpg
BTG-053-C-FR,Shenlong,Bravos,Commun,Personnage,6,6,8,8,8,,,,,ALT_COREKS_B_BR_22_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_COREKS_B_BR_22/JPG/fr_FR/755c9b94bedaea1d5e2aa68347eac4d4.jpg
BTG-053-R-FR,Shenlong,Bravos,Rare,Personnage,6,6,#9#,#9#,#9#,,,#[Coriace 1].# (Les Sorts et capacités d'un adversaire qui me ciblent coûtent {1} de plus.),,ALT_COREKS_B_BR_22_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_COREKS_B_BR_22/JPG/fr_FR/46de1854eb75e4ba6642094dfa8798f0.jpg
BTG-053-R-FR,Shenlong,Bravos,Rare,Personnage,6,6,#9#,#9#,#9#,,,#[Coriace 1].# (Les Sorts et capacités d'un adversaire qui me ciblent coûtent {1} de plus.),,ALT_CORE_B_BR_22_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_22/JPG/fr_FR/6a07d06aee11a4b1dedbda3e8e720fc0.jpg
BTG-053-F-FR,Shenlong,Lyra,Rare,Personnage,6,6,8,8,8,,,,,ALT_CORE_B_BR_22_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_22/JPG/fr_FR/f455994b251487fccce68b7d90b9603d.jpg
BTG-053-F-FR,Shenlong,Lyra,Rare,Personnage,6,6,8,8,8,,,,,ALT_COREKS_B_BR_22_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_COREKS_B_BR_22/JPG/fr_FR/f1015ed156c097ff48fcd89fb70e564e.jpg
BTG-054-C-FR,"Kaibara, Léviathan Asgarthi",Bravos,Commun,Personnage,8,8,6,6,6,,,"[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  [Coriace X], X étant le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0. Les Sorts et capacités d'un adversaire qui me ciblent coûtent {X} de plus.)",,ALT_CORE_B_BR_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_24/JPG/fr_FR/19543af7a2fed722a378babff1102399.jpg
BTG-054-C-FR,"Kaibara, Léviathan Asgarthi",Bravos,Commun,Personnage,8,8,6,6,6,,,"[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  [Coriace X], X étant le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0. Les Sorts et capacités d'un adversaire qui me ciblent coûtent {X} de plus.)",,ALT_COREKS_B_BR_24_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_24/JPG/fr_FR/f6047d9b8cd8869317d84692c95bb493.jpg
BTG-054-R-FR,"Kaibara, Léviathan Asgarthi",Bravos,Rare,Personnage,#9#,#9#,#8#,#8#,#8#,,,"[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  [Coriace X], X étant le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0. Les Sorts et capacités d'un adversaire qui me ciblent coûtent {X} de plus.)",,ALT_CORE_B_BR_24_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_24/JPG/fr_FR/f2f1b45357a50123a97612565f76812e.jpg
BTG-054-R-FR,"Kaibara, Léviathan Asgarthi",Bravos,Rare,Personnage,#9#,#9#,#8#,#8#,#8#,,,"[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  [Coriace X], X étant le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0. Les Sorts et capacités d'un adversaire qui me ciblent coûtent {X} de plus.)",,ALT_COREKS_B_BR_24_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_24/JPG/fr_FR/6eeab1dc6dcf64c7274cf2714cd29cb3.jpg
BTG-054-F-FR,"Kaibara, Léviathan Asgarthi",Lyra,Rare,Personnage,8,8,6,6,6,,,"[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  [Coriace X], X étant le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0. Les Sorts et capacités d'un adversaire qui me ciblent coûtent {X} de plus.)",,ALT_CORE_B_BR_24_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_24/JPG/fr_FR/74b4899760f5bec97cf56d19f5f81e1c.jpg
BTG-054-F-FR,"Kaibara, Léviathan Asgarthi",Lyra,Rare,Personnage,8,8,6,6,6,,,"[Gigantesque]. (Je suis considéré présent dans chacune de vos Expéditions.)  [Coriace X], X étant le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0. Les Sorts et capacités d'un adversaire qui me ciblent coûtent {X} de plus.)",,ALT_COREKS_B_BR_24_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_24/JPG/fr_FR/69d0b37c23a1659b71fa86587d9a9244.jpg
BTG-055-C-FR,Main Tendue,Bravos,Commun,Sort,1,2,,,,,,Un Personnage ciblé gagne 1 boost[] et perd [[Fugace]]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_BR_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_25/JPG/fr_FR/6c3033c0000304bf2f7f506f9aad02fe.jpg
BTG-055-C-FR,Main Tendue,Bravos,Commun,Sort,1,2,,,,,,Un Personnage ciblé gagne 1 boost[] et perd [[Fugace]]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_BR_25_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_25/JPG/fr_FR/b1df235bd258e29ed20d9894c3a52ada.jpg
BTG-055-R-FR,Main Tendue,Bravos,Rare,Sort,1,#1#,,,,,,#[[Fugace]].# (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Un Personnage ciblé gagne #2 boosts# et perd [[Fugace]].,,ALT_CORE_B_BR_25_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_25/JPG/fr_FR/ad2bc077b6285c807ba02713fc3c622f.jpg
BTG-055-R-FR,Main Tendue,Bravos,Rare,Sort,1,#1#,,,,,,#[[Fugace]].# (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Un Personnage ciblé gagne #2 boosts# et perd [[Fugace]].,,ALT_COREKS_B_BR_25_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_25/JPG/fr_FR/6dd2d9bfcdaca0a2a00f82981d54458f.jpg
BTG-055-F-FR,Main Tendue,Yzmir,Rare,Sort,1,2,,,,,,Un Personnage ciblé gagne 1 boost et perd [[Fugace]].,,ALT_COREKS_B_BR_25_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_25/JPG/fr_FR/8e918397f34453d81ff22c8b14ab8b5b.jpg
BTG-055-F-FR,Main Tendue,Yzmir,Rare,Sort,1,2,,,,,,Un Personnage ciblé gagne 1 boost et perd [[Fugace]].,,ALT_CORE_B_BR_25_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_25/JPG/fr_FR/d3e5cf1110659f1805a8cd84d3fccae2.jpg
BTG-056-C-FR,Intimidation,Bravos,Commun,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Renvoyez un Personnage ou Permanent ciblé de Coût de Main {4} ou moins dans la main de son propriétaire.,,ALT_COREKS_B_BR_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_28/JPG/fr_FR/ec70d7429efac23a0ef9907597f89057.jpg
BTG-056-C-FR,Intimidation,Bravos,Commun,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Renvoyez un Personnage ou Permanent ciblé de Coût de Main {4} ou moins dans la main de son propriétaire.,,ALT_CORE_B_BR_28_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_28/JPG/fr_FR/e7ec00ff933a1408868168ed03ca7bb5.jpg
BTG-056-R-FR,Intimidation,Bravos,Rare,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Renvoyez un Personnage ou Permanent ciblé de Coût de Main #{5} ou moins# dans la main de son propriétaire.,,ALT_CORE_B_BR_28_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_28/JPG/fr_FR/dec8b28e11809a6106b05f9b5e63c5a0.jpg
BTG-056-R-FR,Intimidation,Bravos,Rare,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Renvoyez un Personnage ou Permanent ciblé de Coût de Main #{5} ou moins# dans la main de son propriétaire.,,ALT_COREKS_B_BR_28_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_28/JPG/fr_FR/b4ebbc0f230779a635f2997604d75207.jpg
BTG-056-F-FR,Intimidation,Yzmir,Rare,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Renvoyez un Personnage ou Permanent ciblé de Coût de Main #{5} ou moins# dans la main de son propriétaire.,,ALT_COREKS_B_BR_28_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_28/JPG/fr_FR/a9f35d5372e7a01922111fa149f99c00.jpg
BTG-056-F-FR,Intimidation,Yzmir,Rare,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Renvoyez un Personnage ou Permanent ciblé de Coût de Main #{5} ou moins# dans la main de son propriétaire.,,ALT_CORE_B_BR_28_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_28/JPG/fr_FR/a94935660dde71d8b8da11a4bccef50b.jpg
BTG-057-C-FR,Canalisation de Mana,Bravos,Commun,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Mettez la première carte de votre deck dans votre zone de Mana (en tant qu'Orbe de Mana épuisé).,,ALT_COREKS_B_BR_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_27/JPG/fr_FR/10647ea6e09abef38e11983a0d6e8285.jpg
BTG-057-C-FR,Canalisation de Mana,Bravos,Commun,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Mettez la première carte de votre deck dans votre zone de Mana (en tant qu'Orbe de Mana épuisé).,,ALT_CORE_B_BR_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_27/JPG/fr_FR/73e53b66e3d325c28f583a44027bc78f.jpg
BTG-057-R-FR,Canalisation de Mana,Bravos,Rare,Sort,#5#,#5#,,,,,,Mettez #les deux premières cartes# de votre deck dans votre zone de Mana (en tant qu'Orbes de Mana épuisés).,,ALT_CORE_B_BR_27_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_27/JPG/fr_FR/55442b29d560f5134f061aebf2e2f4b4.jpg
BTG-057-R-FR,Canalisation de Mana,Bravos,Rare,Sort,#5#,#5#,,,,,,Mettez #les deux premières cartes# de votre deck dans votre zone de Mana (en tant qu'Orbes de Mana épuisés).,,ALT_COREKS_B_BR_27_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_27/JPG/fr_FR/5c14ca06a2e7074b5410770b4ac87310.jpg
BTG-057-F-FR,Canalisation de Mana,Muna,Rare,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Mettez la première carte de votre deck dans votre zone de Mana (en tant qu'Orbe de Mana épuisé).,,ALT_COREKS_B_BR_27_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_27/JPG/fr_FR/99d494603dcd16fedfb1f497db3c41fe.jpg
BTG-057-F-FR,Canalisation de Mana,Muna,Rare,Sort,2,2,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Mettez la première carte de votre deck dans votre zone de Mana (en tant qu'Orbe de Mana épuisé).,,ALT_CORE_B_BR_27_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_27/JPG/fr_FR/33236fbf9b22072881d0e8bbaef894b4.jpg
BTG-058-C-FR,Entraînement Physique,Bravos,Commun,Sort,2,3,,,,,,Un Personnage ciblé gagne 3 boosts[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_BR_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_26/JPG/fr_FR/4efcea74b2b82e6aed099ba80778fe65.jpg
BTG-058-C-FR,Entraînement Physique,Bravos,Commun,Sort,2,3,,,,,,Un Personnage ciblé gagne 3 boosts[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_BR_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_26/JPG/fr_FR/eb8f162d9d0d90fe92fe22e9a411afef.jpg
BTG-058-R-FR,Entraînement Physique,Bravos,Rare,Sort,#3#,3,,,,,,Un Personnage ciblé gagne 3 boosts[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)  #Piochez une carte.#,,ALT_COREKS_B_BR_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_26/JPG/fr_FR/0989bdb85beff181cb4911a4c62ebdbc.jpg
BTG-058-R-FR,Entraînement Physique,Bravos,Rare,Sort,#3#,3,,,,,,Un Personnage ciblé gagne 3 boosts[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)  #Piochez une carte.#,,ALT_CORE_B_BR_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_26/JPG/fr_FR/800949528aa85289851f1f92adda60e1.jpg
BTG-058-F-FR,Entraînement Physique,Muna,Rare,Sort,2,3,,,,,,Un Personnage ciblé gagne 3 boosts[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_BR_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_26/JPG/fr_FR/b062a1d2969ec2798f2f3d2bf6127d46.jpg
BTG-058-F-FR,Entraînement Physique,Muna,Rare,Sort,2,3,,,,,,Un Personnage ciblé gagne 3 boosts[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_BR_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_26/JPG/fr_FR/fde033fbb8a9b8648930cded50f9590a.jpg
BTG-059-C-FR,Éruption de Mana,Bravos,Commun,Sort,3,3,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,ALT_CORE_B_BR_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_29/JPG/fr_FR/6e049b4dcccae8d9669e16dff0ad7e54.jpg
BTG-059-C-FR,Éruption de Mana,Bravos,Commun,Sort,3,3,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,ALT_COREKS_B_BR_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_29/JPG/fr_FR/638531edecf72e53e6ac7e1e0bd14b6f.jpg
BTG-059-R-FR,Éruption de Mana,Bravos,Rare,Sort,#2#,#2#,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,ALT_COREKS_B_BR_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_29/JPG/fr_FR/f291f725ac4c4e7648c18807321197cd.jpg
BTG-059-R-FR,Éruption de Mana,Bravos,Rare,Sort,#2#,#2#,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,ALT_CORE_B_BR_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_29/JPG/fr_FR/de1057fde3b69de62dde43ba592cb7aa.jpg
BTG-059-F-FR,Éruption de Mana,Muna,Rare,Sort,#2#,#2#,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,ALT_CORE_B_BR_29_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_29/JPG/fr_FR/7969c362be9db59ca354464b6c84cb6c.jpg
BTG-059-F-FR,Éruption de Mana,Muna,Rare,Sort,#2#,#2#,,,,,,"[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,ALT_COREKS_B_BR_29_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_29/JPG/fr_FR/6a262d8db65f408dbb09c3cf5f4a1f7a.jpg
BTG-060-C-FR,"Havre, Bastion Bravos",Bravos,Commun,Permanent,2,2,,,,,,Vos Personnages ont : « {R} Je gagne 1 boost[]. » (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_BR_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_30/JPG/fr_FR/3d0756412b3295c4529c6d9d05f52fc6.jpg
BTG-060-C-FR,"Havre, Bastion Bravos",Bravos,Commun,Permanent,2,2,,,,,,Vos Personnages ont : « {R} Je gagne 1 boost[]. » (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_BR_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_30/JPG/fr_FR/091ee3d8e49b4f74e63acd5f2235f9df.jpg
BTG-060-R-FR,"Havre, Bastion Bravos",Bravos,Rare,Permanent,2,2,,,,,,#{J} [Ravitaillez].# (Mettez la première carte de votre deck en Réserve.)  Vos Personnages ont : « {R} Je gagne 1 boost. »,,ALT_COREKS_B_BR_30_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_30/JPG/fr_FR/947fab78e3a22140143c993970ad6771.jpg
BTG-060-R-FR,"Havre, Bastion Bravos",Bravos,Rare,Permanent,2,2,,,,,,#{J} [Ravitaillez].# (Mettez la première carte de votre deck en Réserve.)  Vos Personnages ont : « {R} Je gagne 1 boost. »,,ALT_CORE_B_BR_30_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_30/JPG/fr_FR/0659f0c1d4c161e099788278ea6dc446.jpg
BTG-060-F-FR,"Havre, Bastion Bravos",Axiom,Rare,Permanent,2,2,,,,,,#{J} [Ravitaillez].# (Mettez la première carte de votre deck en Réserve.)  Vos Personnages ont : « {R} Je gagne 1 boost. »,,ALT_COREKS_B_BR_30_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_BR_30/JPG/fr_FR/f1997ad095f663f9b74a967ae7ef7a7f.jpg
BTG-060-F-FR,"Havre, Bastion Bravos",Axiom,Rare,Permanent,2,2,,,,,,#{J} [Ravitaillez].# (Mettez la première carte de votre deck en Réserve.)  Vos Personnages ont : « {R} Je gagne 1 boost. »,,ALT_CORE_B_BR_30_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_BR_30/JPG/fr_FR/7324a72100a97d7a959b3d9dab9f54d5.jpg
BTG-061-H-FR,Nevenka & Blotch,Lyra,Commun,Héros,0,0,,,,2,2,"{T} : Ciblez un Personnage que vous contrôlez, puis lancez un dé. Sur :  • 6+, il gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)  • 2-5, il gagne 1 boost. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)  • 1, envoyez-le en Réserve.",,ALT_CORE_B_LY_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_01/JPG/fr_FR/658db0644631e869f7a38b6a25e6b577.jpg
BTG-061-H-FR,Nevenka & Blotch,Lyra,Commun,Héros,0,0,,,,2,2,"{T} : Ciblez un Personnage que vous contrôlez, puis lancez un dé. Sur :  • 6+, il gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)  • 2-5, il gagne 1 boost. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)  • 1, envoyez-le en Réserve.",,ALT_COREKS_B_LY_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_01/JPG/fr_FR/1738a0134f3291b4fc2d2fb9197b8f76.jpg
BTG-062-H-FR,Auraq & Kibble,Lyra,Commun,Héros,0,0,,,,2,2,Lorsque vous jouez un Personnage avec une statistique de base 0 — Je gagne un compteur Spectacle.  À Midi — Vous pouvez dépenser cinq de mes compteurs Spectacle pour révéler la première carte de votre deck. Vous pouvez la jouer gratuitement ou la mettre dans votre main. (N'activez pas de capacités {h}.),,ALT_CORE_B_LY_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_02/JPG/fr_FR/d307fb893e34ea928d48adbb34c3d27b.jpg
BTG-062-H-FR,Auraq & Kibble,Lyra,Commun,Héros,0,0,,,,2,2,Lorsque vous jouez un Personnage avec une statistique de base 0 — Je gagne un compteur Spectacle.  À Midi — Vous pouvez dépenser cinq de mes compteurs Spectacle pour révéler la première carte de votre deck. Vous pouvez la jouer gratuitement ou la mettre dans votre main. (N'activez pas de capacités {h}.),,ALT_COREKS_B_LY_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_02/JPG/fr_FR/bdd93312209fab06288dc5a25ae84c9a.jpg
BTG-063-H-FR,Fen & Crowbar,Lyra,Commun,Héros,0,0,,,,2,2,"Le Matin, piochez une seule carte. Puis, mettez la première carte de votre deck dans votre zone de Mana, au lieu d'une carte de votre main.  À Midi — [Ravitaillez]. (Mettez la première carte de votre deck en Réserve.)  Ignorez mes capacités le premier Jour.",,ALT_CORE_B_LY_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_03/JPG/fr_FR/5d8d3e7f65e17cc5d77657883be95be2.jpg
BTG-063-H-FR,Fen & Crowbar,Lyra,Commun,Héros,0,0,,,,2,2,"Le Matin, piochez une seule carte. Puis, mettez la première carte de votre deck dans votre zone de Mana, au lieu d'une carte de votre main.  À Midi — [Ravitaillez]. (Mettez la première carte de votre deck en Réserve.)  Ignorez mes capacités le premier Jour.",,ALT_COREKS_B_LY_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_03/JPG/fr_FR/d0467f4ded5c9cf8952e874aa500a0be.jpg
BTG-064-C-FR,Martengale,Lyra,Commun,Personnage,1,1,1,1,0,,,,{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_LY_04_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_04/JPG/fr_FR/4b582822149e7c7041dc9de98cfbe577.jpg
BTG-064-C-FR,Martengale,Lyra,Commun,Personnage,1,1,1,1,0,,,,{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_LY_04_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_04/JPG/fr_FR/740c5e11b52a55b1067c043a2ec02643.jpg
